State,Residence_Type,Gender,Education level,Labor force participation rate according to usual status based on different general education level,Working population rate according to usual status based on different general education level,Unemployment rate according to usual status based on different general education level
Madhya Pradesh,Rural,Person,Graduate,63.8,57.8,9.4
Madhya Pradesh,Rural,Person,Higher Secondary,45.4,44.1,3
Madhya Pradesh,Rural,Person,Literate & Upto Primary,64.9,64.2,1.1
Madhya Pradesh,Rural,Person,Middle,54.8,51.7,5.6
Madhya Pradesh,Rural,Person,Not Literate,58.4,58.4,0
Madhya Pradesh,Rural,Person,Post Graduate & Above,78,70.1,10.2
Madhya Pradesh,Rural,Person,Secondary,46.4,45.7,1.4
Madhya Pradesh,Rural,Person,Secondary & Above,50.3,48.1,4.3
Madhya Pradesh,Total,Female,All,27.9,27.5,1.5
Madhya Pradesh,Total,Female,Diploma/Certificate Course,48,48,0
Madhya Pradesh,Total,Female,Graduate,21.6,19.1,11.6
Madhya Pradesh,Total,Female,Higher Secondary,11.9,11.3,5.3
Madhya Pradesh,Total,Female,Literate & Upto Primary,29.2,29,0.8
Madhya Pradesh,Total,Female,Middle,15.6,15.3,2
Madhya Pradesh,Total,Female,Not Literate,40.3,40.2,0.2
Madhya Pradesh,Total,Female,Post Graduate & Above,33.5,28.8,14.1
Madhya Pradesh,Total,Female,Secondary,9.9,9.8,0.8
Madhya Pradesh,Total,Female,Secondary & Above,15.8,14.5,7.9
Madhya Pradesh,Total,Male,All,78.8,75.6,4.1
Madhya Pradesh,Total,Male,Diploma/Certificate Course,65.3,55.3,15.2
Madhya Pradesh,Total,Male,Graduate,82.5,72.7,11.9
Madhya Pradesh,Total,Male,Higher Secondary,56.9,54.1,4.9
Madhya Pradesh,Total,Male,Literate & Upto Primary,93.1,91.5,1.8
Madhya Pradesh,Total,Male,Middle,78.2,73.1,6.6
Madhya Pradesh,Total,Male,Not Literate,83.8,83.7,0.1
Madhya Pradesh,Total,Male,Post Graduate & Above,91.8,84.2,8.3
Madhya Pradesh,Total,Male,Secondary,65.3,63.3,3.1
Madhya Pradesh,Total,Male,Secondary & Above,68.3,63.8,6.6
Madhya Pradesh,Total,Person,All,54.2,52.3,3.5
Madhya Pradesh,Total,Person,Diploma/Certificate Course,61.7,53.8,12.7
Madhya Pradesh,Total,Person,Graduate,59,52,11.8
Madhya Pradesh,Total,Person,Higher Secondary,39.9,37.9,4.9
Madhya Pradesh,Total,Person,Literate & Upto Primary,61.9,60.9,1.6
Madhya Pradesh,Total,Person,Middle,53,49.7,6.1
Madhya Pradesh,Total,Person,Not Literate,56,55.9,0.1
Madhya Pradesh,Total,Person,Post Graduate & Above,65.3,59,9.7
Madhya Pradesh,Total,Person,Secondary,44.3,43,2.9
Madhya Pradesh,Total,Person,Secondary & Above,48.1,44.9,6.8
Madhya Pradesh,Urban,Female,All,17.4,16.4,6.1
Madhya Pradesh,Urban,Female,Diploma/Certificate Course,44.8,44.8,0
Madhya Pradesh,Urban,Female,Graduate,20.8,17.8,14.5
Madhya Pradesh,Urban,Female,Higher Secondary,11.3,10.3,8.4
Madhya Pradesh,Urban,Female,Literate & Upto Primary,18.1,17.9,0.9
Madhya Pradesh,Urban,Female,Middle,12.4,12,3.3
Madhya Pradesh,Urban,Female,Not Literate,23.4,22.9,2.1
Madhya Pradesh,Urban,Female,Post Graduate & Above,32.8,27.8,15.4
Madhya Pradesh,Urban,Female,Secondary,8,7.7,2.7
Madhya Pradesh,Urban,Female,Secondary & Above,16.9,14.9,11.6
Madhya Pradesh,Urban,Male,All,73.4,67.8,7.6
Madhya Pradesh,Urban,Male,Diploma/Certificate Course,68,61.8,9.1
Madhya Pradesh,Urban,Male,Graduate,79.8,68.7,13.8
Madhya Pradesh,Urban,Male,Higher Secondary,50.1,46.1,8
Madhya Pradesh,Urban,Male,Literate & Upto Primary,85.6,81.8,4.5
Madhya Pradesh,Urban,Male,Middle,77.9,71.7,8
Madhya Pradesh,Urban,Male,Not Literate,76.9,76.1,1.1
Madhya Pradesh,Urban,Male,Post Graduate & Above,91.5,84.8,7.3
Madhya Pradesh,Urban,Male,Secondary,64.1,59.7,6.9
Madhya Pradesh,Urban,Male,Secondary & Above,67.6,61.1,9.6
Madhya Pradesh,Urban,Person,All,46.1,42.7,7.3
Madhya Pradesh,Urban,Person,Diploma/Certificate Course,61.9,57.3,7.4
Madhya Pradesh,Urban,Person,Graduate,55.4,47.7,13.9
Madhya Pradesh,Urban,Person,Higher Secondary,33.3,30.6,8.1
Madhya Pradesh,Urban,Person,Literate & Upto Primary,51.2,49.2,3.8
Madhya Pradesh,Urban,Person,Middle,47.8,44.2,7.5
Madhya Pradesh,Urban,Person,Not Literate,39.7,39.2,1.5
Madhya Pradesh,Urban,Person,Post Graduate & Above,61.7,55.8,9.5
Madhya Pradesh,Urban,Person,Secondary,39.8,37.2,6.5
Madhya Pradesh,Urban,Person,Secondary & Above,45.6,41.1,9.9
Madhya Pradesh,Rural,Female,All,43.2,42.9,0.5
Madhya Pradesh,Rural,Female,Diploma/Certificate Course,65.3,65.3,0
Madhya Pradesh,Rural,Female,Graduate,23.8,20.1,15.7
Madhya Pradesh,Rural,Female,Higher Secondary,19.5,18.8,3.2
Madhya Pradesh,Rural,Female,Literate & Upto Primary,40.6,40.1,1.1
Madhya Pradesh,Rural,Female,Middle,32.3,32.2,0.2
Madhya Pradesh,Rural,Female,Not Literate,55.6,55.6,0
Madhya Pradesh,Rural,Female,Post Graduate & Above,30.2,27.6,8.8
Madhya Pradesh,Rural,Female,Secondary,28.8,28.8,0
Madhya Pradesh,Rural,Female,Secondary & Above,24.9,24,3.5
Madhya Pradesh,Rural,Male,All,81.7,79.8,2.3
Madhya Pradesh,Rural,Male,Diploma/Certificate Course,94.5,90,4.8
Madhya Pradesh,Rural,Male,Graduate,86.1,75.1,12.8
Madhya Pradesh,Rural,Male,Higher Secondary,72,69.8,3
Madhya Pradesh,Rural,Male,Literate & Upto Primary,90.8,89.8,1.1
Madhya Pradesh,Rural,Male,Middle,83.8,81.2,3.1
Madhya Pradesh,Rural,Male,Not Literate,79.8,79.8,0
Madhya Pradesh,Rural,Male,Post Graduate & Above,94.5,92.3,2.4
Madhya Pradesh,Rural,Male,Secondary,65,63.6,2.1
Madhya Pradesh,Rural,Male,Secondary & Above,72.5,69,4.8
Madhya Pradesh,Rural,Person,All,62.9,61.8,1.7
Madhya Pradesh,Rural,Person,Diploma/Certificate Course,89.9,86.1,4.2
Madhya Pradesh,Rural,Person,Graduate,66.6,57.8,13.1
Madhya Pradesh,Rural,Person,Higher Secondary,53.1,51.5,3
Madhya Pradesh,Rural,Person,Literate & Upto Primary,68.5,67.7,1.1
Madhya Pradesh,Rural,Person,Middle,63.3,61.7,2.5
Madhya Pradesh,Rural,Person,Not Literate,63.6,63.6,0
Madhya Pradesh,Rural,Person,Post Graduate & Above,70.7,68.3,3.4
Madhya Pradesh,Rural,Person,Secondary,51.1,50.3,1.7
Madhya Pradesh,Rural,Person,Secondary & Above,55.3,52.8,4.6
Madhya Pradesh,Total,Female,All,37.7,37.2,1.4
Madhya Pradesh,Total,Female,Diploma/Certificate Course,72.6,46.8,35.5
Madhya Pradesh,Total,Female,Graduate,25.5,20.8,18.6
Madhya Pradesh,Total,Female,Higher Secondary,17.2,16.6,3.3
Madhya Pradesh,Total,Female,Literate & Upto Primary,37.3,37,0.9
Madhya Pradesh,Total,Female,Middle,28.2,28.1,0.3
Madhya Pradesh,Total,Female,Not Literate,51.6,51.6,0
Madhya Pradesh,Total,Female,Post Graduate & Above,35.7,32.1,10.2
Madhya Pradesh,Total,Female,Secondary,21.9,21.8,0.7
Madhya Pradesh,Total,Female,Secondary & Above,23.2,21.3,8.2
Madhya Pradesh,Total,Male,All,80,77.1,3.7
Madhya Pradesh,Total,Male,Diploma/Certificate Course,75.9,67.6,11
Madhya Pradesh,Total,Male,Graduate,82.6,71.1,14
Madhya Pradesh,Total,Male,Higher Secondary,68,64.8,4.8
Madhya Pradesh,Total,Male,Literate & Upto Primary,90.1,88.2,2.1
Madhya Pradesh,Total,Male,Middle,83,80,3.6
Madhya Pradesh,Total,Male,Not Literate,78.6,78.3,0.5
Madhya Pradesh,Total,Male,Post Graduate & Above,90.4,85.9,4.9
Madhya Pradesh,Total,Male,Secondary,63.5,61.6,2.9
Madhya Pradesh,Total,Male,Secondary & Above,71.9,66.9,6.9
Madhya Pradesh,Total,Person,All,59.4,57.7,3
Madhya Pradesh,Total,Person,Diploma/Certificate Course,75,62.2,17.1
Madhya Pradesh,Total,Person,Graduate,60.7,51.8,14.7
Madhya Pradesh,Total,Person,Higher Secondary,48.7,46.5,4.6
Madhya Pradesh,Total,Person,Literate & Upto Primary,66.1,65,1.8
Madhya Pradesh,Total,Person,Middle,60.4,58.6,2.9
Madhya Pradesh,Total,Person,Not Literate,60.4,60.3,0.2
Madhya Pradesh,Total,Person,Post Graduate & Above,64.7,60.6,6.3
Madhya Pradesh,Total,Person,Secondary,47.1,45.9,2.5
Madhya Pradesh,Total,Person,Secondary & Above,52.8,49,7.1
Madhya Pradesh,Urban,Female,All,23.3,22,5.3
Madhya Pradesh,Urban,Female,Diploma/Certificate Course,74.2,42.5,42.8
Madhya Pradesh,Urban,Female,Graduate,26.3,21.1,19.8
Madhya Pradesh,Urban,Female,Higher Secondary,14.4,13.9,3.4
Madhya Pradesh,Urban,Female,Literate & Upto Primary,27.2,27.1,0.3
Madhya Pradesh,Urban,Female,Middle,16.4,16.4,0.4
Madhya Pradesh,Urban,Female,Not Literate,29.9,29.9,0
Madhya Pradesh,Urban,Female,Post Graduate & Above,36.7,32.9,10.4
Madhya Pradesh,Urban,Female,Secondary,9.9,9.5,4.1
Madhya Pradesh,Urban,Female,Secondary & Above,21.6,18.7,13.2
Madhya Pradesh,Urban,Male,All,75.7,70.1,7.4
Madhya Pradesh,Urban,Male,Diploma/Certificate Course,65.9,55.5,15.8
Madhya Pradesh,Urban,Male,Graduate,80.1,68.2,14.8
Madhya Pradesh,Urban,Male,Higher Secondary,62.1,57.2,8
Madhya Pradesh,Urban,Male,Literate & Upto Primary,87.6,82.4,5.9
Madhya Pradesh,Urban,Male,Middle,79.8,75.5,5.3
Madhya Pradesh,Urban,Male,Not Literate,71.5,68.8,3.7
Madhya Pradesh,Urban,Male,Post Graduate & Above,89.2,84.1,5.7
Madhya Pradesh,Urban,Male,Secondary,60.4,57.6,4.6
Madhya Pradesh,Urban,Male,Secondary & Above,71.1,64.4,9.4
Madhya Pradesh,Urban,Person,All,50.3,46.9,6.9
Madhya Pradesh,Urban,Person,Diploma/Certificate Course,68.4,51.5,24.7
Madhya Pradesh,Urban,Person,Graduate,57.3,48.2,15.8
Madhya Pradesh,Urban,Person,Higher Secondary,42.7,39.6,7.4
Madhya Pradesh,Urban,Person,Literate & Upto Primary,58.2,55.6,4.6
Madhya Pradesh,Urban,Person,Middle,50.9,48.5,4.6
Madhya Pradesh,Urban,Person,Not Literate,42.1,41.3,1.9
Madhya Pradesh,Urban,Person,Post Graduate & Above,63.3,58.9,7
Madhya Pradesh,Urban,Person,Secondary,39.3,37.6,4.5
Madhya Pradesh,Urban,Person,Secondary & Above,50,44.9,10.1
Gujarat,Rural,Female,All,25.4,25,1.8
Gujarat,Rural,Female,Diploma/Certificate Course,2,2,0
Gujarat,Rural,Female,Graduate,16.3,8.7,46.3
Gujarat,Rural,Female,Higher Secondary,15.5,15.5,0
Gujarat,Rural,Female,Literate & Upto Primary,28.6,28.6,0
Gujarat,Rural,Female,Middle,18.2,18.2,0.1
Gujarat,Rural,Female,Not Literate,29.7,29.7,0
Gujarat,Rural,Female,Post Graduate & Above,58.7,34.7,40.9
Gujarat,Rural,Female,Secondary,23.9,23.9,0
Gujarat,Rural,Female,Secondary & Above,20.7,18.3,11.7
Gujarat,Rural,Male,All,80.4,77.5,3.6
Gujarat,Rural,Male,Diploma/Certificate Course,87,76,12.6
Gujarat,Rural,Male,Graduate,78.5,72.3,7.9
Gujarat,Rural,Male,Higher Secondary,69.8,67.3,3.6
Gujarat,Rural,Male,Literate & Upto Primary,91.9,91,1
Gujarat,Rural,Male,Middle,81.7,77.6,5
Gujarat,Rural,Male,Not Literate,79.6,79.3,0.4
Gujarat,Rural,Male,Post Graduate & Above,77.3,75.9,1.9
Gujarat,Rural,Male,Secondary,71.3,66.4,6.8
Gujarat,Rural,Male,Secondary & Above,72.9,68.5,6.1
Gujarat,Rural,Person,All,53.8,52.1,3.2
Gujarat,Rural,Person,Diploma/Certificate Course,66.1,57.9,12.5
Gujarat,Rural,Person,Graduate,57.3,50.7,11.6
Gujarat,Rural,Person,Higher Secondary,52.4,50.6,3.3
Gujarat,Rural,Person,Literate & Upto Primary,59.3,58.9,0.8
Gujarat,Rural,Person,Middle,55,52.6,4.3
Gujarat,Rural,Person,Not Literate,46.2,46.1,0.2
Gujarat,Rural,Person,Post Graduate & Above,69.7,59.1,15.3
Gujarat,Rural,Person,Secondary,55.5,52.3,5.8
Gujarat,Rural,Person,Secondary & Above,55.8,52,6.8
Gujarat,Total,Female,All,21.5,21.1,2
Gujarat,Total,Female,Diploma/Certificate Course,14,14,0
Gujarat,Total,Female,Graduate,25.3,23.3,7.9
Gujarat,Total,Female,Higher Secondary,13.6,13.2,3.1
Gujarat,Total,Female,Literate & Upto Primary,24.1,24.1,0
Gujarat,Total,Female,Middle,17.5,17.5,0.1
Gujarat,Total,Female,Not Literate,25.3,25.3,0
Gujarat,Total,Female,Post Graduate & Above,37.2,29.2,21.5
Gujarat,Total,Female,Secondary,13.9,13.7,1.1
Gujarat,Total,Female,Secondary & Above,19.1,17.7,7.4
Gujarat,Total,Male,All,79.3,76.5,3.5
Gujarat,Total,Male,Diploma/Certificate Course,88.3,83.2,5.8
Gujarat,Total,Male,Graduate,82.6,77,6.8
Gujarat,Total,Male,Higher Secondary,66.9,64.5,3.5
Gujarat,Total,Male,Literate & Upto Primary,88.1,87.2,1
Gujarat,Total,Male,Middle,81.7,78.2,4.3
Gujarat,Total,Male,Not Literate,78.7,78.4,0.4
Gujarat,Total,Male,Post Graduate & Above,84.4,82,2.8
Gujarat,Total,Male,Secondary,70,66.5,5
Gujarat,Total,Male,Secondary & Above,74.4,70.7,5
Gujarat,Total,Person,All,51.3,49.7,3.2
Gujarat,Total,Person,Diploma/Certificate Course,73.6,69.4,5.6
Gujarat,Total,Person,Graduate,57.7,53.6,7
Gujarat,Total,Person,Higher Secondary,46.4,44.8,3.4
Gujarat,Total,Person,Literate & Upto Primary,55,54.6,0.8
Gujarat,Total,Person,Middle,53.8,51.8,3.7
Gujarat,Total,Person,Not Literate,41.6,41.5,0.2
Gujarat,Total,Person,Post Graduate & Above,61.9,56.8,8.2
Gujarat,Total,Person,Secondary,49,46.8,4.6
Gujarat,Total,Person,Secondary & Above,52.9,50,5.4
Gujarat,Urban,Female,All,16.4,16,2.5
Gujarat,Urban,Female,Diploma/Certificate Course,22,22,0
Gujarat,Urban,Female,Graduate,27.6,27,2.2
Gujarat,Urban,Female,Higher Secondary,12.3,11.5,5.9
Gujarat,Urban,Female,Literate & Upto Primary,15.4,15.4,0
Gujarat,Urban,Female,Middle,16.6,16.6,0
Gujarat,Urban,Female,Not Literate,11.8,11.8,0
Gujarat,Urban,Female,Post Graduate & Above,32,27.9,13
Gujarat,Urban,Female,Secondary,5.8,5.5,4.7
Gujarat,Urban,Female,Secondary & Above,18.3,17.4,4.9
Gujarat,Urban,Male,All,77.8,75.2,3.4
Gujarat,Urban,Male,Diploma/Certificate Course,88.9,86.3,2.9
Gujarat,Urban,Male,Graduate,84.4,79,6.4
Gujarat,Urban,Male,Higher Secondary,63.3,61.3,3.3
Gujarat,Urban,Male,Literate & Upto Primary,80.6,79.8,1.1
Gujarat,Urban,Male,Middle,81.7,79,3.4
Gujarat,Urban,Male,Not Literate,73.7,73.3,0.5
Gujarat,Urban,Male,Post Graduate & Above,86.9,84.2,3.1
Gujarat,Urban,Male,Secondary,68.6,66.7,2.7
Gujarat,Urban,Male,Secondary & Above,75.7,72.5,4.2
Gujarat,Urban,Person,All,48,46.5,3.2
Gujarat,Urban,Person,Diploma/Certificate Course,77.1,75,2.8
Gujarat,Urban,Person,Graduate,57.8,54.6,5.5
Gujarat,Urban,Person,Higher Secondary,40.5,39,3.6
Gujarat,Urban,Person,Literate & Upto Primary,46.9,46.5,0.9
Gujarat,Urban,Person,Middle,52.1,50.6,2.9
Gujarat,Urban,Person,Not Literate,25.1,25,0.3
Gujarat,Urban,Person,Post Graduate & Above,59.6,56.2,5.8
Gujarat,Urban,Person,Secondary,42.4,41.2,2.9
Gujarat,Urban,Person,Secondary & Above,50.8,48.7,4.3
Gujarat,Rural,Female,All,39.4,39.4,0.1
Gujarat,Rural,Female,Diploma/Certificate Course,44.6,44.6,0
Gujarat,Rural,Female,Graduate,32,31.4,1.6
Gujarat,Rural,Female,Higher Secondary,29.2,29.1,0.4
Gujarat,Rural,Female,Literate & Upto Primary,37.5,37.5,0
Gujarat,Rural,Female,Middle,36.6,36.6,0
Gujarat,Rural,Female,Not Literate,48.7,48.7,0
Gujarat,Rural,Female,Post Graduate & Above,36.1,34.5,4.4
Gujarat,Rural,Female,Secondary,25.6,25.6,0
Gujarat,Rural,Female,Secondary & Above,28.6,28.4,0.7
Gujarat,Rural,Male,All,79.6,78,2
Gujarat,Rural,Male,Diploma/Certificate Course,92.8,91.2,1.8
Gujarat,Rural,Male,Graduate,73.5,64.1,12.7
Gujarat,Rural,Male,Higher Secondary,62.1,60.5,2.7
Gujarat,Rural,Male,Literate & Upto Primary,88.4,88.2,0.2
Gujarat,Rural,Male,Middle,84.7,83.4,1.6
Gujarat,Rural,Male,Not Literate,77.6,77.6,0
Gujarat,Rural,Male,Post Graduate & Above,87.9,75.5,14.1
Gujarat,Rural,Male,Secondary,71.4,70,2
Gujarat,Rural,Male,Secondary & Above,70.1,66.8,4.7
Gujarat,Rural,Person,All,60,59.2,1.4
Gujarat,Rural,Person,Diploma/Certificate Course,85.5,84.1,1.6
Gujarat,Rural,Person,Graduate,59.1,52.8,10.7
Gujarat,Rural,Person,Higher Secondary,51.8,50.6,2.3
Gujarat,Rural,Person,Literate & Upto Primary,64,63.8,0.2
Gujarat,Rural,Person,Middle,63.4,62.6,1.2
Gujarat,Rural,Person,Not Literate,56.8,56.8,0
Gujarat,Rural,Person,Post Graduate & Above,68.8,60.4,12.2
Gujarat,Rural,Person,Secondary,55.2,54.3,1.7
Gujarat,Rural,Person,Secondary & Above,56.3,54,4
Gujarat,Total,Female,All,31.1,30.7,1.1
Gujarat,Total,Female,Diploma/Certificate Course,44.4,43,3.2
Gujarat,Total,Female,Graduate,26.9,25.5,5.3
Gujarat,Total,Female,Higher Secondary,18.1,17.7,2.1
Gujarat,Total,Female,Literate & Upto Primary,32.2,32.2,0
Gujarat,Total,Female,Middle,27.9,27.7,0.5
Gujarat,Total,Female,Not Literate,42.5,42.5,0
Gujarat,Total,Female,Post Graduate & Above,37.3,31.7,15
Gujarat,Total,Female,Secondary,17.5,17.4,0.2
Gujarat,Total,Female,Secondary & Above,22.4,21.4,4.4
Gujarat,Total,Male,All,79.4,77.5,2.4
Gujarat,Total,Male,Diploma/Certificate Course,84.2,79.6,5.5
Gujarat,Total,Male,Graduate,80.2,75.9,5.3
Gujarat,Total,Male,Higher Secondary,63.9,61.4,3.8
Gujarat,Total,Male,Literate & Upto Primary,88.3,87.4,1.1
Gujarat,Total,Male,Middle,84,82.4,1.9
Gujarat,Total,Male,Not Literate,78.3,77.7,0.7
Gujarat,Total,Male,Post Graduate & Above,81.6,76.4,6.5
Gujarat,Total,Male,Secondary,71.6,70.3,1.9
Gujarat,Total,Male,Secondary & Above,72.8,70,3.8
Gujarat,Total,Person,All,55.9,54.7,2
Gujarat,Total,Person,Diploma/Certificate Course,75,71.1,5.2
Gujarat,Total,Person,Graduate,58.6,55.5,5.3
Gujarat,Total,Person,Higher Secondary,45.7,44.1,3.5
Gujarat,Total,Person,Literate & Upto Primary,60.5,60,0.8
Gujarat,Total,Person,Middle,58.9,57.9,1.6
Gujarat,Total,Person,Not Literate,52.5,52.3,0.3
Gujarat,Total,Person,Post Graduate & Above,61.2,55.8,8.8
Gujarat,Total,Person,Secondary,50.7,49.8,1.7
Gujarat,Total,Person,Secondary & Above,53,50.9,3.9
Gujarat,Urban,Female,All,20.4,19.7,3.4
Gujarat,Urban,Female,Diploma/Certificate Course,44.4,42.6,4
Gujarat,Urban,Female,Graduate,25.3,23.6,6.8
Gujarat,Urban,Female,Higher Secondary,11.3,10.7,4.8
Gujarat,Urban,Female,Literate & Upto Primary,22.3,22.3,0
Gujarat,Urban,Female,Middle,16.5,16.1,1.9
Gujarat,Urban,Female,Not Literate,26.9,26.9,0
Gujarat,Urban,Female,Post Graduate & Above,37.5,31,17.4
Gujarat,Urban,Female,Secondary,10.8,10.8,0.5
Gujarat,Urban,Female,Secondary & Above,19,17.6,7.4
Gujarat,Urban,Male,All,79.1,76.8,2.9
Gujarat,Urban,Male,Diploma/Certificate Course,79.8,73.6,7.8
Gujarat,Urban,Male,Graduate,83.2,81.3,2.3
Gujarat,Urban,Male,Higher Secondary,65.9,62.6,5.1
Gujarat,Urban,Male,Literate & Upto Primary,88.2,85.6,2.9
Gujarat,Urban,Male,Middle,82.9,81,2.2
Gujarat,Urban,Male,Not Literate,80,78,2.5
Gujarat,Urban,Male,Post Graduate & Above,79.2,76.7,3.2
Gujarat,Urban,Male,Secondary,71.9,70.6,1.8
Gujarat,Urban,Male,Secondary & Above,75,72.6,3.2
Gujarat,Urban,Person,All,50.5,49,3
Gujarat,Urban,Person,Diploma/Certificate Course,70.3,65.3,7.2
Gujarat,Urban,Person,Graduate,58.4,56.6,3.1
Gujarat,Urban,Person,Higher Secondary,40.1,38.1,5
Gujarat,Urban,Person,Literate & Upto Primary,53.5,52.2,2.3
Gujarat,Urban,Person,Middle,52.8,51.6,2.2
Gujarat,Urban,Person,Not Literate,41.4,40.8,1.3
Gujarat,Urban,Person,Post Graduate & Above,58.9,54.4,7.6
Gujarat,Urban,Person,Secondary,46.3,45.5,1.7
Gujarat,Urban,Person,Secondary & Above,50.7,48.7,3.9
Maharashtra,Rural,Female,All,38.5,37.3,3.3
Maharashtra,Rural,Female,Diploma/Certificate Course,59,46.9,20.6
Maharashtra,Rural,Female,Graduate,34.3,20.8,39.4
Maharashtra,Rural,Female,Higher Secondary,22.9,20.8,9.2
Maharashtra,Rural,Female,Literate & Upto Primary,46.6,45.4,2.6
Maharashtra,Rural,Female,Middle,39.9,39,2.1
Maharashtra,Rural,Female,Not Literate,42.6,42.6,0
Maharashtra,Rural,Female,Post Graduate & Above,43.4,38.9,10.3
Maharashtra,Rural,Female,Secondary,28.1,27.4,2.4
Maharashtra,Rural,Female,Secondary & Above,28,24.8,11.7
Maharashtra,Rural,Male,All,74.6,71.2,4.6
Maharashtra,Rural,Male,Diploma/Certificate Course,78.2,72.1,7.8
Maharashtra,Rural,Male,Graduate,85,74.6,12.2
Maharashtra,Rural,Male,Higher Secondary,65.9,59.3,9.9
Maharashtra,Rural,Male,Literate & Upto Primary,84.5,82.2,2.7
Maharashtra,Rural,Male,Middle,79.4,77.1,2.8
Maharashtra,Rural,Male,Not Literate,69.1,68.8,0.5
Maharashtra,Rural,Male,Post Graduate & Above,92.5,78,15.7
Maharashtra,Rural,Male,Secondary,67.2,65.2,3
Maharashtra,Rural,Male,Secondary & Above,70.9,65.1,8.1
Maharashtra,Rural,Person,All,57.1,54.7,4.2
Maharashtra,Rural,Person,Diploma/Certificate Course,72.3,64.3,11
Maharashtra,Rural,Person,Graduate,68,56.5,16.9
Maharashtra,Rural,Person,Higher Secondary,49.9,45,9.8
Maharashtra,Rural,Person,Literate & Upto Primary,65.7,63.9,2.6
Maharashtra,Rural,Person,Middle,61.8,60.1,2.6
Maharashtra,Rural,Person,Not Literate,51.7,51.6,0.2
Maharashtra,Rural,Person,Post Graduate & Above,81.8,69.5,15
Maharashtra,Rural,Person,Secondary,50.8,49.4,2.9
Maharashtra,Rural,Person,Secondary & Above,54.7,49.8,8.8
Maharashtra,Total,Female,All,31.6,29.9,5.4
Maharashtra,Total,Female,Diploma/Certificate Course,51.3,42.5,17.1
Maharashtra,Total,Female,Graduate,34.2,26.7,22
Maharashtra,Total,Female,Higher Secondary,18.3,15.9,13.5
Maharashtra,Total,Female,Literate & Upto Primary,38.2,37.2,2.7
Maharashtra,Total,Female,Middle,31.3,29.9,4.7
Maharashtra,Total,Female,Not Literate,37.8,37.8,0.2
Maharashtra,Total,Female,Post Graduate & Above,45.7,43.4,5.2
Maharashtra,Total,Female,Secondary,20.2,19.2,5.1
Maharashtra,Total,Female,Secondary & Above,25,21.8,12.9
Maharashtra,Total,Male,All,73.8,70.3,4.9
Maharashtra,Total,Male,Diploma/Certificate Course,81.2,76.6,5.7
Maharashtra,Total,Male,Graduate,79.6,72.2,9.4
Maharashtra,Total,Male,Higher Secondary,65.2,59.7,8.5
Maharashtra,Total,Male,Literate & Upto Primary,82.6,80.5,2.6
Maharashtra,Total,Male,Middle,78.9,75.9,3.8
Maharashtra,Total,Male,Not Literate,69.6,69,0.8
Maharashtra,Total,Male,Post Graduate & Above,88,80.2,8.8
Maharashtra,Total,Male,Secondary,65.2,63.2,3.1
Maharashtra,Total,Male,Secondary & Above,70.6,65.7,7
Maharashtra,Total,Person,All,53.3,50.6,5
Maharashtra,Total,Person,Diploma/Certificate Course,72.4,66.6,8.1
Maharashtra,Total,Person,Graduate,61.1,53.6,12.3
Maharashtra,Total,Person,Higher Secondary,46.2,41.9,9.3
Maharashtra,Total,Person,Literate & Upto Primary,59.9,58.4,2.6
Maharashtra,Total,Person,Middle,57.1,54.8,4
Maharashtra,Total,Person,Not Literate,48.3,48,0.5
Maharashtra,Total,Person,Post Graduate & Above,71.2,65.6,7.9
Maharashtra,Total,Person,Secondary,45.5,43.9,3.5
Maharashtra,Total,Person,Secondary & Above,51.8,47.5,8.2
Maharashtra,Urban,Female,All,22.1,19.9,10.2
Maharashtra,Urban,Female,Diploma/Certificate Course,43.2,37.9,12.2
Maharashtra,Urban,Female,Graduate,34.1,28.6,16.3
Maharashtra,Urban,Female,Higher Secondary,13.9,11,20.5
Maharashtra,Urban,Female,Literate & Upto Primary,23.3,22.5,3.3
Maharashtra,Urban,Female,Middle,19.6,17.3,11.7
Maharashtra,Urban,Female,Not Literate,22.7,22.4,1.1
Maharashtra,Urban,Female,Post Graduate & Above,46.1,44,4.5
Maharashtra,Urban,Female,Secondary,12.1,10.7,11.6
Maharashtra,Urban,Female,Secondary & Above,22.7,19.6,13.9
Maharashtra,Urban,Male,All,72.8,69,5.2
Maharashtra,Urban,Male,Diploma/Certificate Course,83.8,80.5,3.9
Maharashtra,Urban,Male,Graduate,77,70.9,7.8
Maharashtra,Urban,Male,Higher Secondary,64.4,60.2,6.6
Maharashtra,Urban,Male,Literate & Upto Primary,78.6,76.8,2.3
Maharashtra,Urban,Male,Middle,78.2,74.1,5.3
Maharashtra,Urban,Male,Not Literate,71.7,70,2.5
Maharashtra,Urban,Male,Post Graduate & Above,86.1,81.2,5.7
Maharashtra,Urban,Male,Secondary,62.8,60.8,3.3
Maharashtra,Urban,Male,Secondary & Above,70.4,66.3,5.9
Maharashtra,Urban,Person,All,48,44.9,6.3
Maharashtra,Urban,Person,Diploma/Certificate Course,72.5,68.7,5.3
Maharashtra,Urban,Person,Graduate,58.2,52.4,10
Maharashtra,Urban,Person,Higher Secondary,41.8,38.2,8.6
Maharashtra,Urban,Person,Literate & Upto Primary,49,47.7,2.6
Maharashtra,Urban,Person,Middle,50.1,46.9,6.5
Maharashtra,Urban,Person,Not Literate,36.1,35.4,1.8
Maharashtra,Urban,Person,Post Graduate & Above,68.1,64.5,5.3
