State,Residence_Type,Gender,Attendance type,Level of education,Attendance ratio (%)
Madhya Pradesh,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.9
Madhya Pradesh,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,87.5
Madhya Pradesh,Urban,Male,Gross Attendance Ratio,Primary Level,95.1
Madhya Pradesh,Urban,Male,Net Attendance Ratio,Primary Level,80.8
Madhya Pradesh,Urban,Male,Gross Attendance Ratio,Secondary Level,84.8
Madhya Pradesh,Urban,Male,Net Attendance Ratio,Secondary Level,63.5
Madhya Pradesh,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,102.9
Madhya Pradesh,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,75.6
Madhya Pradesh,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,84.7
Madhya Pradesh,Urban,Person,Net Attendance Ratio,Higher Secondary Level,46.6
Madhya Pradesh,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,31.8
Madhya Pradesh,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,26.7
Madhya Pradesh,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.2
Madhya Pradesh,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,87.9
Madhya Pradesh,Urban,Person,Gross Attendance Ratio,Primary Level,96.7
Madhya Pradesh,Urban,Person,Net Attendance Ratio,Primary Level,82.4
Madhya Pradesh,Urban,Person,Gross Attendance Ratio,Secondary Level,93.0
Madhya Pradesh,Urban,Person,Net Attendance Ratio,Secondary Level,64.6
Madhya Pradesh,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,98.1
Madhya Pradesh,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,74.8
Gujarat,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,55.3
Gujarat,Rural,Female,Net Attendance Ratio,Higher Secondary Level,33.5
Gujarat,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,7.6
Gujarat,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,6.8
Gujarat,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,94.4
Gujarat,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,89.0
Gujarat,Rural,Female,Gross Attendance Ratio,Primary Level,106.1
Gujarat,Rural,Female,Net Attendance Ratio,Primary Level,93.4
Gujarat,Rural,Female,Gross Attendance Ratio,Secondary Level,82.1
Gujarat,Rural,Female,Net Attendance Ratio,Secondary Level,57.5
Gujarat,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,80.3
Gujarat,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,74.4
Gujarat,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,53.8
Gujarat,Rural,Male,Net Attendance Ratio,Higher Secondary Level,35.8
Gujarat,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,12.7
Gujarat,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,11.5
Gujarat,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,100.0
Gujarat,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.0
Gujarat,Rural,Male,Gross Attendance Ratio,Primary Level,106.5
Gujarat,Rural,Male,Net Attendance Ratio,Primary Level,94.5
Gujarat,Rural,Male,Gross Attendance Ratio,Secondary Level,83.1
Gujarat,Rural,Male,Net Attendance Ratio,Secondary Level,61.1
Gujarat,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,89.8
Gujarat,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,76.2
Gujarat,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,54.5
Gujarat,Rural,Person,Net Attendance Ratio,Higher Secondary Level,34.8
Gujarat,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,10.2
Gujarat,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,9.2
Gujarat,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.3
Gujarat,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.0
Gujarat,Rural,Person,Gross Attendance Ratio,Primary Level,106.3
Gujarat,Rural,Person,Net Attendance Ratio,Primary Level,94.0
Gujarat,Rural,Person,Gross Attendance Ratio,Secondary Level,82.6
Gujarat,Rural,Person,Net Attendance Ratio,Secondary Level,59.4
Gujarat,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,84.9
Gujarat,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,75.3
Gujarat,Total,Female,Gross Attendance Ratio,Higher Secondary Level,58.4
Gujarat,Total,Female,Net Attendance Ratio,Higher Secondary Level,37.7
Gujarat,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,14.0
Gujarat,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,12.3
Gujarat,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,96.7
Gujarat,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.0
Gujarat,Total,Female,Gross Attendance Ratio,Primary Level,106.4
Gujarat,Total,Female,Net Attendance Ratio,Primary Level,92.2
Gujarat,Total,Female,Gross Attendance Ratio,Secondary Level,83.8
Gujarat,Total,Female,Net Attendance Ratio,Secondary Level,60.6
Gujarat,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,84.9
Gujarat,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,77.5
Gujarat,Total,Male,Gross Attendance Ratio,Higher Secondary Level,59.8
Gujarat,Total,Male,Net Attendance Ratio,Higher Secondary Level,42.7
Gujarat,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,16.5
Gujarat,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,15.0
Gujarat,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.1
Gujarat,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.8
Gujarat,Total,Male,Gross Attendance Ratio,Primary Level,105.8
Gujarat,Total,Male,Net Attendance Ratio,Primary Level,94.7
Gujarat,Total,Male,Gross Attendance Ratio,Secondary Level,91.8
Gujarat,Total,Male,Net Attendance Ratio,Secondary Level,64.7
Gujarat,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,93.3
Gujarat,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,77.6
Gujarat,Total,Person,Gross Attendance Ratio,Higher Secondary Level,59.2
Gujarat,Total,Person,Net Attendance Ratio,Higher Secondary Level,40.6
Gujarat,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,15.3
Gujarat,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,13.7
Gujarat,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.1
Gujarat,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.0
Gujarat,Total,Person,Gross Attendance Ratio,Primary Level,106.0
Gujarat,Total,Person,Net Attendance Ratio,Primary Level,93.7
Gujarat,Total,Person,Gross Attendance Ratio,Secondary Level,88.3
Gujarat,Total,Person,Net Attendance Ratio,Secondary Level,62.9
Gujarat,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,89.1
Gujarat,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,77.6
Gujarat,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,66.2
Gujarat,Urban,Female,Net Attendance Ratio,Higher Secondary Level,48.2
Gujarat,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,25.2
Gujarat,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,21.9
Gujarat,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.9
Gujarat,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.4
Gujarat,Urban,Female,Gross Attendance Ratio,Primary Level,107.0
Gujarat,Urban,Female,Net Attendance Ratio,Primary Level,89.6
Gujarat,Urban,Female,Gross Attendance Ratio,Secondary Level,88.4
Gujarat,Urban,Female,Net Attendance Ratio,Secondary Level,68.7
Gujarat,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,95.6
Gujarat,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,84.8
Gujarat,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,70.3
Gujarat,Urban,Male,Net Attendance Ratio,Higher Secondary Level,54.5
Gujarat,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,22.2
Gujarat,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,20.3
Gujarat,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.0
Gujarat,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.2
Gujarat,Urban,Male,Gross Attendance Ratio,Primary Level,104.6
Gujarat,Urban,Male,Net Attendance Ratio,Primary Level,95.0
Gujarat,Urban,Male,Gross Attendance Ratio,Secondary Level,108.0
Gujarat,Urban,Male,Net Attendance Ratio,Secondary Level,71.4
Gujarat,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,100.0
Gujarat,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,80.4
Gujarat,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,68.8
Gujarat,Urban,Person,Net Attendance Ratio,Higher Secondary Level,52.2
Gujarat,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,23.6
Gujarat,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,21.0
Gujarat,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,102.6
Gujarat,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.8
Gujarat,Urban,Person,Gross Attendance Ratio,Primary Level,105.5
Gujarat,Urban,Person,Net Attendance Ratio,Primary Level,93.0
Gujarat,Urban,Person,Gross Attendance Ratio,Secondary Level,100.4
Gujarat,Urban,Person,Net Attendance Ratio,Secondary Level,70.3
Gujarat,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,97.9
Gujarat,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,82.5
Maharashtra,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,71.6
Maharashtra,Rural,Female,Net Attendance Ratio,Higher Secondary Level,52.8
Maharashtra,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,18.2
Maharashtra,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,16.2
Maharashtra,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,95.9
Maharashtra,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.4
Maharashtra,Rural,Female,Gross Attendance Ratio,Primary Level,99.2
Maharashtra,Rural,Female,Net Attendance Ratio,Primary Level,89.8
Maharashtra,Rural,Female,Gross Attendance Ratio,Secondary Level,100.6
Maharashtra,Rural,Female,Net Attendance Ratio,Secondary Level,75.4
Maharashtra,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,91.0
Maharashtra,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,78.4
Maharashtra,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,79.6
Maharashtra,Rural,Male,Net Attendance Ratio,Higher Secondary Level,58.3
Maharashtra,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,30.7
Maharashtra,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,28.6
Maharashtra,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.0
Maharashtra,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.3
Maharashtra,Rural,Male,Gross Attendance Ratio,Primary Level,96.8
Maharashtra,Rural,Male,Net Attendance Ratio,Primary Level,91.0
Maharashtra,Rural,Male,Gross Attendance Ratio,Secondary Level,108.5
Maharashtra,Rural,Male,Net Attendance Ratio,Secondary Level,70.9
Maharashtra,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,103.9
Maharashtra,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,81.6
Maharashtra,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,76.0
Maharashtra,Rural,Person,Net Attendance Ratio,Higher Secondary Level,55.8
Maharashtra,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,25.3
Maharashtra,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,23.2
Maharashtra,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.6
Maharashtra,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.4
Maharashtra,Rural,Person,Gross Attendance Ratio,Primary Level,97.9
Maharashtra,Rural,Person,Net Attendance Ratio,Primary Level,90.5
Maharashtra,Rural,Person,Gross Attendance Ratio,Secondary Level,104.9
Maharashtra,Rural,Person,Net Attendance Ratio,Secondary Level,72.9
Maharashtra,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,97.1
Maharashtra,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,79.9
Maharashtra,Total,Female,Gross Attendance Ratio,Higher Secondary Level,74.5
Maharashtra,Total,Female,Net Attendance Ratio,Higher Secondary Level,52.8
Maharashtra,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,24.2
Maharashtra,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,21.2
Maharashtra,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.4
Maharashtra,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.3
Maharashtra,Total,Female,Gross Attendance Ratio,Primary Level,104.3
Maharashtra,Total,Female,Net Attendance Ratio,Primary Level,91.2
Maharashtra,Total,Female,Gross Attendance Ratio,Secondary Level,99.0
Maharashtra,Total,Female,Net Attendance Ratio,Secondary Level,72.8
Maharashtra,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,91.5
Maharashtra,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,78.0
Maharashtra,Total,Male,Gross Attendance Ratio,Higher Secondary Level,74.2
Maharashtra,Total,Male,Net Attendance Ratio,Higher Secondary Level,55.1
Maharashtra,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,33.5
Maharashtra,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,29.7
Maharashtra,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.5
Maharashtra,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.9
Maharashtra,Total,Male,Gross Attendance Ratio,Primary Level,98.7
Maharashtra,Total,Male,Net Attendance Ratio,Primary Level,90.5
Maharashtra,Total,Male,Gross Attendance Ratio,Secondary Level,108.2
Maharashtra,Total,Male,Net Attendance Ratio,Secondary Level,71.1
Maharashtra,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,101.3
Maharashtra,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,81.7
Maharashtra,Total,Person,Gross Attendance Ratio,Higher Secondary Level,74.3
Maharashtra,Total,Person,Net Attendance Ratio,Higher Secondary Level,54.1
Maharashtra,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,29.3
Maharashtra,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,25.9
Maharashtra,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.5
Maharashtra,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.6
Maharashtra,Total,Person,Gross Attendance Ratio,Primary Level,101.1
Maharashtra,Total,Person,Net Attendance Ratio,Primary Level,90.8
Maharashtra,Total,Person,Gross Attendance Ratio,Secondary Level,104.0
Maharashtra,Total,Person,Net Attendance Ratio,Secondary Level,71.9
Maharashtra,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,96.5
Maharashtra,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,79.9
Maharashtra,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,79.7
Maharashtra,Urban,Female,Net Attendance Ratio,Higher Secondary Level,52.9
Maharashtra,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,31.5
Maharashtra,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,27.3
Maharashtra,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.5
Maharashtra,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.7
Maharashtra,Urban,Female,Gross Attendance Ratio,Primary Level,111.3
Maharashtra,Urban,Female,Net Attendance Ratio,Primary Level,93.1
Maharashtra,Urban,Female,Gross Attendance Ratio,Secondary Level,96.7
Maharashtra,Urban,Female,Net Attendance Ratio,Secondary Level,69.0
Maharashtra,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,92.5
Maharashtra,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,77.2
Maharashtra,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,66.8
Maharashtra,Urban,Male,Net Attendance Ratio,Higher Secondary Level,50.7
Maharashtra,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,37.4
Maharashtra,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,31.2
Maharashtra,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,100.2
Maharashtra,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.4
Maharashtra,Urban,Male,Gross Attendance Ratio,Primary Level,101.2
Maharashtra,Urban,Male,Net Attendance Ratio,Primary Level,89.8
Maharashtra,Urban,Male,Gross Attendance Ratio,Secondary Level,107.7
Maharashtra,Urban,Male,Net Attendance Ratio,Secondary Level,71.5
Maharashtra,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,98.3
Maharashtra,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,81.8
Maharashtra,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,71.6
Maharashtra,Urban,Person,Net Attendance Ratio,Higher Secondary Level,51.5
Maharashtra,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,34.6
Maharashtra,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,29.4
Maharashtra,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,102.0
Maharashtra,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.0
Maharashtra,Urban,Person,Gross Attendance Ratio,Primary Level,105.6
Maharashtra,Urban,Person,Net Attendance Ratio,Primary Level,91.2
Maharashtra,Urban,Person,Gross Attendance Ratio,Secondary Level,102.4
Maharashtra,Urban,Person,Net Attendance Ratio,Secondary Level,70.3
Maharashtra,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,95.8
Maharashtra,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,79.8
Andhra Pradesh,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,62.5
Andhra Pradesh,Rural,Female,Net Attendance Ratio,Higher Secondary Level,52.8
Andhra Pradesh,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,14.0
Andhra Pradesh,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,11.7
Andhra Pradesh,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,88.4
Andhra Pradesh,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,83.5
Andhra Pradesh,Rural,Female,Gross Attendance Ratio,Primary Level,97.4
Andhra Pradesh,Rural,Female,Net Attendance Ratio,Primary Level,89.1
Andhra Pradesh,Rural,Female,Gross Attendance Ratio,Secondary Level,114.6
Andhra Pradesh,Rural,Female,Net Attendance Ratio,Secondary Level,76.5
Andhra Pradesh,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,76.1
Andhra Pradesh,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,63.9
Andhra Pradesh,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,71.2
Andhra Pradesh,Rural,Male,Net Attendance Ratio,Higher Secondary Level,45.4
Andhra Pradesh,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,24.2
Andhra Pradesh,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,21.6
Andhra Pradesh,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,95.1
Andhra Pradesh,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,85.4
Andhra Pradesh,Rural,Male,Gross Attendance Ratio,Primary Level,100.6
Andhra Pradesh,Rural,Male,Net Attendance Ratio,Primary Level,86.3
Andhra Pradesh,Rural,Male,Gross Attendance Ratio,Secondary Level,109.5
Andhra Pradesh,Rural,Male,Net Attendance Ratio,Secondary Level,67.2
