State,Residence_Type,Gender,Course type,Institution type,Distribution of students by institution type and course type (%),Sample number of students under survey by institution type and course type
West Bengal,Urban,Male,Secondary and Higher Secondary,Private aided,2.1,1823.0
West Bengal,Urban,Male,Secondary and Higher Secondary,Private Unaided,3.5,1823.0
West Bengal,Urban,Male,Upper Primary,Government,16.3,1823.0
West Bengal,Urban,Male,Upper Primary,Private aided,1.5,1823.0
West Bengal,Urban,Male,Upper Primary,Private Unaided,3.2,1823.0
West Bengal,Urban,Persons,Diploma/Certificate below graduate level,Government,0.2,3270.0
West Bengal,Urban,Persons,Diploma/Certificate below graduate level,Private aided,0.1,3270.0
West Bengal,Urban,Persons,Diploma/Certificate below graduate level,Private Unaided,0.3,3270.0
West Bengal,Urban,Persons,Graduate and above level including diploma,Government,13.1,3270.0
West Bengal,Urban,Persons,Graduate and above level including diploma,Private aided,2.0,3270.0
West Bengal,Urban,Persons,Graduate and above level including diploma,Private Unaided,1.9,3270.0
West Bengal,Urban,Persons,Pre-Primary,Government,2.2,3270.0
West Bengal,Urban,Persons,Pre-Primary,Private aided,0.9,3270.0
West Bengal,Urban,Persons,Pre-Primary,Private Unaided,4.2,3270.0
West Bengal,Urban,Persons,Primary,Government,18.8,3270.0
West Bengal,Urban,Persons,Primary,Private aided,3.0,3270.0
West Bengal,Urban,Persons,Primary,Private Unaided,9.0,3270.0
West Bengal,Urban,Persons,Secondary and Higher Secondary,Government,18.9,3270.0
West Bengal,Urban,Persons,Secondary and Higher Secondary,Private aided,1.3,3270.0
West Bengal,Urban,Persons,Secondary and Higher Secondary,Private Unaided,3.2,3270.0
West Bengal,Urban,Persons,Upper Primary,Government,16.2,3270.0
West Bengal,Urban,Persons,Upper Primary,Private aided,1.4,3270.0
West Bengal,Urban,Persons,Upper Primary,Private Unaided,2.8,3270.0
Jharkhand,Rural,Female,Diploma/Certificate below graduate level,Government,0.2,1271.0
Jharkhand,Rural,Female,Diploma/Certificate below graduate level,Private aided,0.0,1271.0
Jharkhand,Rural,Female,Diploma/Certificate below graduate level,Private Unaided,0.0,1271.0
Jharkhand,Rural,Female,Graduate and above level including diploma,Government,2.8,1271.0
Jharkhand,Rural,Female,Graduate and above level including diploma,Private aided,0.2,1271.0
Jharkhand,Rural,Female,Graduate and above level including diploma,Private Unaided,0.0,1271.0
Jharkhand,Rural,Female,Pre-Primary,Government,3.0,1271.0
Jharkhand,Rural,Female,Pre-Primary,Private aided,0.3,1271.0
Jharkhand,Rural,Female,Pre-Primary,Private Unaided,2.0,1271.0
Jharkhand,Rural,Female,Primary,Government,46.5,1271.0
Jharkhand,Rural,Female,Primary,Private aided,0.8,1271.0
Jharkhand,Rural,Female,Primary,Private Unaided,4.8,1271.0
Jharkhand,Rural,Female,Secondary and Higher Secondary,Government,14.9,1271.0
Jharkhand,Rural,Female,Secondary and Higher Secondary,Private aided,1.5,1271.0
Jharkhand,Rural,Female,Secondary and Higher Secondary,Private Unaided,0.9,1271.0
Jharkhand,Rural,Female,Upper Primary,Government,19.1,1271.0
Jharkhand,Rural,Female,Upper Primary,Private aided,0.9,1271.0
Jharkhand,Rural,Female,Upper Primary,Private Unaided,1.7,1271.0
Jharkhand,Rural,Male,Diploma/Certificate below graduate level,Government,0.5,1643.0
Jharkhand,Rural,Male,Diploma/Certificate below graduate level,Private aided,0.1,1643.0
Jharkhand,Rural,Male,Diploma/Certificate below graduate level,Private Unaided,0.1,1643.0
Jharkhand,Rural,Male,Graduate and above level including diploma,Government,5.0,1643.0
Jharkhand,Rural,Male,Graduate and above level including diploma,Private aided,0.9,1643.0
Jharkhand,Rural,Male,Graduate and above level including diploma,Private Unaided,0.1,1643.0
Jharkhand,Rural,Male,Pre-Primary,Government,3.0,1643.0
Jharkhand,Rural,Male,Pre-Primary,Private aided,0.5,1643.0
Jharkhand,Rural,Male,Pre-Primary,Private Unaided,1.1,1643.0
Jharkhand,Rural,Male,Primary,Government,43.2,1643.0
Jharkhand,Rural,Male,Primary,Private aided,0.6,1643.0
Jharkhand,Rural,Male,Primary,Private Unaided,6.2,1643.0
Jharkhand,Rural,Male,Secondary and Higher Secondary,Government,16.0,1643.0
Jharkhand,Rural,Male,Secondary and Higher Secondary,Private aided,2.0,1643.0
Jharkhand,Rural,Male,Secondary and Higher Secondary,Private Unaided,1.0,1643.0
Jharkhand,Rural,Male,Upper Primary,Government,16.5,1643.0
Jharkhand,Rural,Male,Upper Primary,Private aided,1.0,1643.0
Jharkhand,Rural,Male,Upper Primary,Private Unaided,2.1,1643.0
Jharkhand,Rural,Persons,Diploma/Certificate below graduate level,Government,0.4,2914.0
Jharkhand,Rural,Persons,Diploma/Certificate below graduate level,Private aided,0.1,2914.0
Jharkhand,Rural,Persons,Diploma/Certificate below graduate level,Private Unaided,0.1,2914.0
Jharkhand,Rural,Persons,Graduate and above level including diploma,Government,4.0,2914.0
Jharkhand,Rural,Persons,Graduate and above level including diploma,Private aided,0.6,2914.0
Jharkhand,Rural,Persons,Graduate and above level including diploma,Private Unaided,0.1,2914.0
Jharkhand,Rural,Persons,Pre-Primary,Government,3.0,2914.0
Jharkhand,Rural,Persons,Pre-Primary,Private aided,0.4,2914.0
Jharkhand,Rural,Persons,Pre-Primary,Private Unaided,1.5,2914.0
Jharkhand,Rural,Persons,Primary,Government,44.6,2914.0
Jharkhand,Rural,Persons,Primary,Private aided,0.7,2914.0
Jharkhand,Rural,Persons,Primary,Private Unaided,5.6,2914.0
Jharkhand,Rural,Persons,Secondary and Higher Secondary,Government,15.5,2914.0
Jharkhand,Rural,Persons,Secondary and Higher Secondary,Private aided,1.7,2914.0
Jharkhand,Rural,Persons,Secondary and Higher Secondary,Private Unaided,0.9,2914.0
Jharkhand,Rural,Persons,Upper Primary,Government,17.7,2914.0
Jharkhand,Rural,Persons,Upper Primary,Private aided,0.9,2914.0
Jharkhand,Rural,Persons,Upper Primary,Private Unaided,1.9,2914.0
Jharkhand,Total,Female,Diploma/Certificate below graduate level,Government,0.3,1951.0
Jharkhand,Total,Female,Diploma/Certificate below graduate level,Private aided,0.1,1951.0
Jharkhand,Total,Female,Diploma/Certificate below graduate level,Private Unaided,0.0,1951.0
Jharkhand,Total,Female,Graduate and above level including diploma,Government,4.8,1951.0
Jharkhand,Total,Female,Graduate and above level including diploma,Private aided,1.4,1951.0
Jharkhand,Total,Female,Graduate and above level including diploma,Private Unaided,0.2,1951.0
Jharkhand,Total,Female,Pre-Primary,Government,2.6,1951.0
Jharkhand,Total,Female,Pre-Primary,Private aided,0.4,1951.0
Jharkhand,Total,Female,Pre-Primary,Private Unaided,2.3,1951.0
Jharkhand,Total,Female,Primary,Government,39.9,1951.0
Jharkhand,Total,Female,Primary,Private aided,1.4,1951.0
Jharkhand,Total,Female,Primary,Private Unaided,7.1,1951.0
Jharkhand,Total,Female,Secondary and Higher Secondary,Government,14.2,1951.0
Jharkhand,Total,Female,Secondary and Higher Secondary,Private aided,2.2,1951.0
Jharkhand,Total,Female,Secondary and Higher Secondary,Private Unaided,2.1,1951.0
Jharkhand,Total,Female,Upper Primary,Government,16.8,1951.0
Jharkhand,Total,Female,Upper Primary,Private aided,1.6,1951.0
Jharkhand,Total,Female,Upper Primary,Private Unaided,2.4,1951.0
Jharkhand,Total,Male,Diploma/Certificate below graduate level,Government,0.6,2554.0
Jharkhand,Total,Male,Diploma/Certificate below graduate level,Private aided,0.4,2554.0
Jharkhand,Total,Male,Diploma/Certificate below graduate level,Private Unaided,0.2,2554.0
Jharkhand,Total,Male,Graduate and above level including diploma,Government,5.2,2554.0
Jharkhand,Total,Male,Graduate and above level including diploma,Private aided,1.1,2554.0
Jharkhand,Total,Male,Graduate and above level including diploma,Private Unaided,0.3,2554.0
Jharkhand,Total,Male,Pre-Primary,Government,2.5,2554.0
Jharkhand,Total,Male,Pre-Primary,Private aided,0.9,2554.0
Jharkhand,Total,Male,Pre-Primary,Private Unaided,1.8,2554.0
Jharkhand,Total,Male,Primary,Government,37.6,2554.0
Jharkhand,Total,Male,Primary,Private aided,1.6,2554.0
Jharkhand,Total,Male,Primary,Private Unaided,8.6,2554.0
Jharkhand,Total,Male,Secondary and Higher Secondary,Government,14.5,2554.0
Jharkhand,Total,Male,Secondary and Higher Secondary,Private aided,3.2,2554.0
Jharkhand,Total,Male,Secondary and Higher Secondary,Private Unaided,2.0,2554.0
Jharkhand,Total,Male,Upper Primary,Government,14.6,2554.0
Jharkhand,Total,Male,Upper Primary,Private aided,1.8,2554.0
Jharkhand,Total,Male,Upper Primary,Private Unaided,3.0,2554.0
Jharkhand,Total,Persons,Diploma/Certificate below graduate level,Government,0.4,4505.0
Jharkhand,Total,Persons,Diploma/Certificate below graduate level,Private aided,0.3,4505.0
Jharkhand,Total,Persons,Diploma/Certificate below graduate level,Private Unaided,0.1,4505.0
Jharkhand,Total,Persons,Graduate and above level including diploma,Government,5.0,4505.0
Jharkhand,Total,Persons,Graduate and above level including diploma,Private aided,1.2,4505.0
Jharkhand,Total,Persons,Graduate and above level including diploma,Private Unaided,0.2,4505.0
Jharkhand,Total,Persons,Pre-Primary,Government,2.6,4505.0
Jharkhand,Total,Persons,Pre-Primary,Private aided,0.7,4505.0
Jharkhand,Total,Persons,Pre-Primary,Private Unaided,2.0,4505.0
Jharkhand,Total,Persons,Primary,Government,38.6,4505.0
Jharkhand,Total,Persons,Primary,Private aided,1.5,4505.0
Jharkhand,Total,Persons,Primary,Private Unaided,7.9,4505.0
Jharkhand,Total,Persons,Secondary and Higher Secondary,Government,14.4,4505.0
Jharkhand,Total,Persons,Secondary and Higher Secondary,Private aided,2.8,4505.0
Jharkhand,Total,Persons,Secondary and Higher Secondary,Private Unaided,2.0,4505.0
Jharkhand,Total,Persons,Upper Primary,Government,15.5,4505.0
Jharkhand,Total,Persons,Upper Primary,Private aided,1.7,4505.0
Jharkhand,Total,Persons,Upper Primary,Private Unaided,2.7,4505.0
Jharkhand,Urban,Female,Diploma/Certificate below graduate level,Government,0.7,680.0
Jharkhand,Urban,Female,Diploma/Certificate below graduate level,Private aided,0.4,680.0
Jharkhand,Urban,Female,Diploma/Certificate below graduate level,Private Unaided,0.1,680.0
Jharkhand,Urban,Female,Graduate and above level including diploma,Government,12.3,680.0
Jharkhand,Urban,Female,Graduate and above level including diploma,Private aided,5.8,680.0
Jharkhand,Urban,Female,Graduate and above level including diploma,Private Unaided,1.0,680.0
Jharkhand,Urban,Female,Pre-Primary,Government,0.7,680.0
Jharkhand,Urban,Female,Pre-Primary,Private aided,0.6,680.0
Jharkhand,Urban,Female,Pre-Primary,Private Unaided,3.4,680.0
Jharkhand,Urban,Female,Primary,Government,14.3,680.0
Jharkhand,Urban,Female,Primary,Private aided,3.9,680.0
Jharkhand,Urban,Female,Primary,Private Unaided,15.7,680.0
Jharkhand,Urban,Female,Secondary and Higher Secondary,Government,11.5,680.0
Jharkhand,Urban,Female,Secondary and Higher Secondary,Private aided,5.1,680.0
Jharkhand,Urban,Female,Secondary and Higher Secondary,Private Unaided,6.9,680.0
Jharkhand,Urban,Female,Upper Primary,Government,7.8,680.0
Jharkhand,Urban,Female,Upper Primary,Private aided,4.4,680.0
Jharkhand,Urban,Female,Upper Primary,Private Unaided,5.4,680.0
Jharkhand,Urban,Male,Diploma/Certificate below graduate level,Government,0.7,911.0
Jharkhand,Urban,Male,Diploma/Certificate below graduate level,Private aided,1.6,911.0
Jharkhand,Urban,Male,Diploma/Certificate below graduate level,Private Unaided,0.5,911.0
Jharkhand,Urban,Male,Graduate and above level including diploma,Government,6.1,911.0
Jharkhand,Urban,Male,Graduate and above level including diploma,Private aided,1.8,911.0
Jharkhand,Urban,Male,Graduate and above level including diploma,Private Unaided,0.9,911.0
Jharkhand,Urban,Male,Pre-Primary,Government,0.7,911.0
Jharkhand,Urban,Male,Pre-Primary,Private aided,2.6,911.0
Jharkhand,Urban,Male,Pre-Primary,Private Unaided,4.7,911.0
Jharkhand,Urban,Male,Primary,Government,16.1,911.0
Jharkhand,Urban,Male,Primary,Private aided,5.3,911.0
Jharkhand,Urban,Male,Primary,Private Unaided,17.9,911.0
Jharkhand,Urban,Male,Secondary and Higher Secondary,Government,8.5,911.0
Jharkhand,Urban,Male,Secondary and Higher Secondary,Private aided,8.2,911.0
Jharkhand,Urban,Male,Secondary and Higher Secondary,Private Unaided,5.9,911.0
Jharkhand,Urban,Male,Upper Primary,Government,6.9,911.0
Jharkhand,Urban,Male,Upper Primary,Private aided,5.0,911.0
Jharkhand,Urban,Male,Upper Primary,Private Unaided,6.3,911.0
Jharkhand,Urban,Persons,Diploma/Certificate below graduate level,Government,0.7,1591.0
Jharkhand,Urban,Persons,Diploma/Certificate below graduate level,Private aided,1.0,1591.0
Jharkhand,Urban,Persons,Diploma/Certificate below graduate level,Private Unaided,0.3,1591.0
Jharkhand,Urban,Persons,Graduate and above level including diploma,Government,8.9,1591.0
Jharkhand,Urban,Persons,Graduate and above level including diploma,Private aided,3.6,1591.0
Jharkhand,Urban,Persons,Graduate and above level including diploma,Private Unaided,0.9,1591.0
Jharkhand,Urban,Persons,Pre-Primary,Government,0.7,1591.0
Jharkhand,Urban,Persons,Pre-Primary,Private aided,1.7,1591.0
Jharkhand,Urban,Persons,Pre-Primary,Private Unaided,4.1,1591.0
Jharkhand,Urban,Persons,Primary,Government,15.3,1591.0
Jharkhand,Urban,Persons,Primary,Private aided,4.7,1591.0
Jharkhand,Urban,Persons,Primary,Private Unaided,16.9,1591.0
Jharkhand,Urban,Persons,Secondary and Higher Secondary,Government,9.8,1591.0
Jharkhand,Urban,Persons,Secondary and Higher Secondary,Private aided,6.8,1591.0
Jharkhand,Urban,Persons,Secondary and Higher Secondary,Private Unaided,6.4,1591.0
Jharkhand,Urban,Persons,Upper Primary,Government,7.3,1591.0
Jharkhand,Urban,Persons,Upper Primary,Private aided,4.7,1591.0
Jharkhand,Urban,Persons,Upper Primary,Private Unaided,5.9,1591.0
Odisha,Rural,Female,Diploma/Certificate below graduate level,Government,0.2,1633.0
Odisha,Rural,Female,Diploma/Certificate below graduate level,Private aided,0.1,1633.0
Odisha,Rural,Female,Diploma/Certificate below graduate level,Private Unaided,0.1,1633.0
Odisha,Rural,Female,Graduate and above level including diploma,Government,4.4,1633.0
Odisha,Rural,Female,Graduate and above level including diploma,Private aided,0.7,1633.0
Odisha,Rural,Female,Graduate and above level including diploma,Private Unaided,0.3,1633.0
Odisha,Rural,Female,Pre-Primary,Government,1.7,1633.0
Odisha,Rural,Female,Pre-Primary,Private aided,0.1,1633.0
Odisha,Rural,Female,Pre-Primary,Private Unaided,0.9,1633.0
Odisha,Rural,Female,Primary,Government,39.6,1633.0
Odisha,Rural,Female,Primary,Private aided,0.9,1633.0
Odisha,Rural,Female,Primary,Private Unaided,4.7,1633.0
Odisha,Rural,Female,Secondary and Higher Secondary,Government,19.8,1633.0
Odisha,Rural,Female,Secondary and Higher Secondary,Private aided,1.7,1633.0
Odisha,Rural,Female,Secondary and Higher Secondary,Private Unaided,0.9,1633.0
Odisha,Rural,Female,Upper Primary,Government,23.1,1633.0
Odisha,Rural,Female,Upper Primary,Private aided,0.1,1633.0
Odisha,Rural,Female,Upper Primary,Private Unaided,0.7,1633.0
Odisha,Rural,Male,Diploma/Certificate below graduate level,Government,0.7,2161.0
Odisha,Rural,Male,Diploma/Certificate below graduate level,Private aided,0.4,2161.0
Odisha,Rural,Male,Diploma/Certificate below graduate level,Private Unaided,0.6,2161.0
Odisha,Rural,Male,Graduate and above level including diploma,Government,5.6,2161.0
Odisha,Rural,Male,Graduate and above level including diploma,Private aided,1.0,2161.0
Odisha,Rural,Male,Graduate and above level including diploma,Private Unaided,0.7,2161.0
Odisha,Rural,Male,Pre-Primary,Government,2.2,2161.0
Odisha,Rural,Male,Pre-Primary,Private aided,0.0,2161.0
Odisha,Rural,Male,Pre-Primary,Private Unaided,0.3,2161.0
Odisha,Rural,Male,Primary,Government,35.8,2161.0
Odisha,Rural,Male,Primary,Private aided,0.9,2161.0
Odisha,Rural,Male,Primary,Private Unaided,3.5,2161.0
Odisha,Rural,Male,Secondary and Higher Secondary,Government,20.3,2161.0
Odisha,Rural,Male,Secondary and Higher Secondary,Private aided,1.6,2161.0
Odisha,Rural,Male,Secondary and Higher Secondary,Private Unaided,1.3,2161.0
Odisha,Rural,Male,Upper Primary,Government,23.6,2161.0
Odisha,Rural,Male,Upper Primary,Private aided,0.1,2161.0
Odisha,Rural,Male,Upper Primary,Private Unaided,1.0,2161.0
Odisha,Rural,Persons,Diploma/Certificate below graduate level,Government,0.5,3794.0
Odisha,Rural,Persons,Diploma/Certificate below graduate level,Private aided,0.3,3794.0
Odisha,Rural,Persons,Diploma/Certificate below graduate level,Private Unaided,0.4,3794.0
Odisha,Rural,Persons,Graduate and above level including diploma,Government,5.0,3794.0
Odisha,Rural,Persons,Graduate and above level including diploma,Private aided,0.9,3794.0
Odisha,Rural,Persons,Graduate and above level including diploma,Private Unaided,0.5,3794.0
Odisha,Rural,Persons,Pre-Primary,Government,2.0,3794.0
Odisha,Rural,Persons,Pre-Primary,Private aided,0.1,3794.0
Odisha,Rural,Persons,Pre-Primary,Private Unaided,0.6,3794.0
Odisha,Rural,Persons,Primary,Government,37.5,3794.0
Odisha,Rural,Persons,Primary,Private aided,0.9,3794.0
Odisha,Rural,Persons,Primary,Private Unaided,4.0,3794.0
Odisha,Rural,Persons,Secondary and Higher Secondary,Government,20.1,3794.0
Odisha,Rural,Persons,Secondary and Higher Secondary,Private aided,1.6,3794.0
Odisha,Rural,Persons,Secondary and Higher Secondary,Private Unaided,1.1,3794.0
Odisha,Rural,Persons,Upper Primary,Government,23.4,3794.0
Odisha,Rural,Persons,Upper Primary,Private aided,0.1,3794.0
Odisha,Rural,Persons,Upper Primary,Private Unaided,0.9,3794.0
Odisha,Total,Female,Diploma/Certificate below graduate level,Government,0.3,2207.0
Odisha,Total,Female,Diploma/Certificate below graduate level,Private aided,0.1,2207.0
Odisha,Total,Female,Diploma/Certificate below graduate level,Private Unaided,0.1,2207.0
Odisha,Total,Female,Graduate and above level including diploma,Government,5.2,2207.0
