State,Residence_Type,Gender,Course type,Distribution of students pursuing various courses (%)
Ladakh,Urban,Person,courses from ITI/ recognised vocational institutes,0.8
Ladakh,Urban,Person,engineering,1.5
Ladakh,Urban,Person,humanities,16.1
Ladakh,Urban,Person,IT/ computer courses,0.8
Ladakh,Urban,Person,law,0.3
Ladakh,Urban,Person,management,0.1
Ladakh,Urban,Person,medicine,0.9
Ladakh,Urban,Person,others*,1.4
Ladakh,Urban,Person,science,5.9
Ladakh,Urban,Person,up to X,69.3
Daman,Rural,Female,all (incl. n.r.),100
Daman,Rural,Female,commerce,10.84802267
Daman,Rural,Female,courses from ITI/ recognised vocational institutes,0.124802267
Daman,Rural,Female,engineering,0
Daman,Rural,Female,humanities,0
Daman,Rural,Female,IT/ computer courses,0.075197733
Daman,Rural,Female,law,0
Daman,Rural,Female,management,0
Daman,Rural,Female,medicine,0.049604534
Daman,Rural,Female,others*,0.074406801
Daman,Rural,Female,science,1.127175065
Daman,Rural,Female,up to X,87.6255932
Daman,Rural,Male,all (incl. n.r.),100
Daman,Rural,Male,commerce,8.234352593
Daman,Rural,Male,courses from ITI/ recognised vocational institutes,0.398418135
Daman,Rural,Male,engineering,0.722429469
Daman,Rural,Male,humanities,1.388926944
Daman,Rural,Male,IT/ computer courses,0
Daman,Rural,Male,law,0
Daman,Rural,Male,management,0
Daman,Rural,Male,medicine,0
Daman,Rural,Male,others*,0
Daman,Rural,Male,science,7.493389183
Daman,Rural,Male,up to X,81.78728594
Daman,Rural,Person,all (incl. n.r.),100
Daman,Rural,Person,commerce,9.612430701
Daman,Rural,Person,courses from ITI/ recognised vocational institutes,0.299209067
Daman,Rural,Person,engineering,0.398418135
Daman,Rural,Person,humanities,0.793672539
Daman,Rural,Person,IT/ computer courses,0.075197733
Daman,Rural,Person,law,0
Daman,Rural,Person,management,0
Daman,Rural,Person,medicine,0.024802267
Daman,Rural,Person,others*,0.024802267
Daman,Rural,Person,science,4.535875323
Daman,Rural,Person,up to X,84.26039423
Daman,Total,Female,all (incl. n.r.),100
Daman,Total,Female,commerce,8.281935954
Daman,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Daman,Total,Female,engineering,0.763073893
Daman,Total,Female,humanities,0.527020935
Daman,Total,Female,IT/ computer courses,0.058557882
Daman,Total,Female,law,0
Daman,Total,Female,management,0.538747538
Daman,Total,Female,medicine,0.804516011
Daman,Total,Female,others*,0.041442118
Daman,Total,Female,science,4.870284485
Daman,Total,Female,up to X,84.01442118
Daman,Total,Male,all (incl. n.r.),100
Daman,Total,Male,commerce,5.698253702
Daman,Total,Male,courses from ITI/ recognised vocational institutes,0.672979065
Daman,Total,Male,engineering,2.318937195
Daman,Total,Male,humanities,0.74595813
Daman,Total,Male,IT/ computer courses,0.414421183
Daman,Total,Male,law,0.058557882
Daman,Total,Male,management,0.372979065
Daman,Total,Male,medicine,0.538747538
Daman,Total,Male,others*,0.372979065
Daman,Total,Male,science,5.383757386
Daman,Total,Male,up to X,83.46387191
Daman,Total,Person,all (incl. n.r.),100
Daman,Total,Person,commerce,6.990094828
Daman,Total,Person,courses from ITI/ recognised vocational institutes,0.365768473
Daman,Total,Person,engineering,1.511726603
Daman,Total,Person,humanities,0.665768473
Daman,Total,Person,IT/ computer courses,0.265768473
Daman,Total,Person,law,0
Daman,Total,Person,management,0.455863302
Daman,Total,Person,medicine,0.621631775
Daman,Total,Person,others*,0.207210592
Daman,Total,Person,science,5.127020935
Daman,Total,Person,up to X,83.74770443
Daman,Urban,Female,all (incl. n.r.),100
Daman,Urban,Female,commerce,6.435710126
Daman,Urban,Female,courses from ITI/ recognised vocational institutes,0
Daman,Urban,Female,engineering,1.318042138
Daman,Urban,Female,humanities,0.935197964
Daman,Urban,Female,IT/ computer courses,0.046759898
Daman,Urban,Female,law,0
Daman,Urban,Female,management,0.905081731
Daman,Urban,Female,medicine,1.371282239
Daman,Urban,Female,others*,0
Daman,Urban,Female,science,7.48564112
Daman,Urban,Female,up to X,81.54904468
Daman,Urban,Male,all (incl. n.r.),100
Daman,Urban,Male,commerce,2.6185543
Daman,Urban,Male,courses from ITI/ recognised vocational institutes,0.879160916
Daman,Urban,Male,engineering,3.684242647
Daman,Urban,Male,humanities,0
Daman,Urban,Male,IT/ computer courses,0.792121323
Daman,Urban,Male,law,0.093519796
Daman,Urban,Male,management,0.738881222
Daman,Urban,Male,medicine,0.958321832
Daman,Urban,Male,others*,0.692121323
Daman,Urban,Male,science,3.645361425
Daman,Urban,Male,up to X,85.79123501
Daman,Urban,Person,all (incl. n.r.),100
Daman,Urban,Person,commerce,4.64727206
Daman,Urban,Person,courses from ITI/ recognised vocational institutes,0.412960407
Daman,Urban,Person,engineering,2.477762443
Daman,Urban,Person,humanities,0.51435888
Daman,Urban,Person,IT/ computer courses,0.419440611
Daman,Urban,Person,law,0.046759898
Daman,Urban,Person,management,0.798601527
Daman,Urban,Person,medicine,1.164802036
Daman,Urban,Person,others*,0.319440611
Daman,Urban,Person,science,5.692121323
Daman,Urban,Person,up to X,83.5064802
